plot,month,year,species,cover,height,phenology,remarks
F1P4,September,2020,Convolvulus arvensis,1,12,v,
F1P4,September,2020,Teucrium chamaedrys,2a,10,v,
F1P4,September,2020,Echium vulgare,+,1,s,
F1P4,September,2020,Artemisia absinthium,+,2,v,
F1P4,September,2020,Thymus praecox,+,15,v,
F1P4,September,2020,Elymus hispidus,1,20,v,
F1P5,July,2020,Artemisia campestris,2b,45,v,
F1P5,July,2020,Trifolium arvense,2b,23,fl,
F1P5,July,2020,Achillea collina,+,10,v,
F1P5,July,2020,Arenaria serpyllifolia,+,7,fr,
F1P5,July,2020,Teucrium chamaedrys,2a,8,fl,
F1P5,July,2020,Echium vulgare,+,10,v,
F1P5,July,2020,Elymus hispidus,+,30,v,
F1P5,July,2020,Phleum phleoides,2a,45,fr,
F1P5,July,2020,Hesperis tristis ,+,7,v,
F1P5,July,2020,Carex praecox,+,14,v,
F1P5,July,2020,Poa angustifolia,+,20,v,
F1P5,July,2020,Convolvulus arvensis,+,13,v,
F1P5,September,2020,Artemisia campestris,2a,20,fr,
F1P5,September,2020,Achillea collina,+,8,v,
F1P5,September,2020,Arenaria serpyllifolia,+,1,s,
F1P5,September,2020,Teucrium chamaedrys,2a,10,v,
F1P5,September,2020,Echium vulgare,+,1,s,
F1P5,September,2020,Elymus hispidus,+,40,v,
F1P5,September,2020,Phleum phleoides,2a,40,fr,
F1P5,September,2020,Carex praecox,2a,20,v,mozna supina
F1P5,September,2020,Medicago minima,+,1,s,
F1P6,July,2020,Teucrium chamaedrys,2b,7,fl,
F1P6,July,2020,Artemisia absinthium,2a,66,v,
F1P6,July,2020,Convolvulus arvensis,1,12,v,
F1P6,July,2020,Arenaria serpyllifolia,1,9,fr,
F1P6,July,2020,Carex praecox,+,22,fr,
F1P6,July,2020,Echium vulgare,+,9,v,
F1P6,July,2020,Acinos arvensis,+,16,fr,
F1P6,July,2020,Trifolium arvense,+,13,fl,
F1P6,July,2020,Lappula squarrosa,+,14,fr,
F1P6,September,2020,Teucrium chamaedrys,3,10,v,
F1P6,September,2020,Artemisia absinthium,2a,70,fr,puvodne 2 jako cover
F1P6,September,2020,Convolvulus arvensis,+,13,v,
F1P6,September,2020,Carex praecox,1,20,v,
F1P6,September,2020,Acinos arvensis,+,3,v,
F1P6,September,2020,Medicago minima,r,2,s,
F2P1,July,2020,Phleum phleoides,1,48,fr,
F2P1,July,2020,Lotus corniculatus,1,14,fr,
F2P1,July,2020,Verbascum lychnitis,2a,10,v,
F2P1,July,2020,Echium vulgare,1,15,v,
F2P1,July,2020,Sedum album,2a,18,fl,
F2P1,July,2020,Bromus japonicus,+,12,fr,
F2P1,July,2020,Potentilla incana,2b,9,v,
F2P1,July,2020,Alyssum alyssoides,1,12,fr,
F2P1,July,2020,Melica ciliata,1,42,fr,
F2P1,July,2020,Camelina microcarpa,+,52,fr,
F2P1,July,2020,Medicago minima,+,9,fr,
F2P1,July,2020,Teucrium chamaedrys,1,12,fl,
F2P1,July,2020,Bromus tectorum,+,10,fr,
F2P1,September,2020,Phleum phleoides,1,44,fr,
F2P1,September,2020,Lotus corniculatus,1,11,v,
F2P1,September,2020,Verbascum lychnitis,2a,8,v,
F2P1,September,2020,Echium vulgare,1,11,v,
F2P1,September,2020,Sedum album,+,8,v,
F2P1,September,2020,Potentilla incana,3,5,v,
F2P1,September,2020,Melica ciliata,1,38,v,
F2P1,September,2020,Medicago minima,+,2,s,
F2P1,September,2020,Teucrium chamaedrys,+,12,fr,
F2P1,September,2020,Arenaria serpyllifolia,+,2,s,
F2P1,September,2020,Convolvulus arvensis,+,3,v,
F2P2,July,2020,Verbascum lychnitis,1,90,fl,
F2P2,July,2020,Phleum phleoides,2a,50,fr,
F2P2,July,2020,Bromus tectorum,1,35,fr,
F2P2,July,2020,Teucrium chamaedrys,3,12,fl,
F2P2,July,2020,Centaurea stoebe,1,10,v,
F2P2,July,2020,Arenaria serpyllifolia,+,10,fr,
F2P2,July,2020,Alyssum alyssoides,+,12,fr,
F2P2,September,2020,Verbascum lychnitis,+,3,v,
F2P2,September,2020,Phleum phleoides,2b,55,fr,
F2P2,September,2020,Bromus tectorum,+,5,v,
F2P2,September,2020,Teucrium chamaedrys,3,12,fr,
F2P2,September,2020,Centaurea stoebe,2a,5,v,
F2P2,September,2020,Arenaria serpyllifolia,+,2,s,
F2P2,September,2020,Artemisia absinthium,+,5,v,
F2P2,September,2020,Medicago minima,+,2,s,
F2P3,July,2020,Artemisia absinthium,2b,90,v,
F2P3,July,2020,Festuca valesiaca,2b,25,fr,
F2P3,July,2020,Phleum phleoides,2a,55,fr,
F2P3,July,2020,Carex supina,1,15,v,
F2P3,July,2020,Teucrium chamaedrys,1,15,v,
F2P3,July,2020,Alyssum alyssoides,+,15,fr,
F2P3,July,2020,Camelina microcarpa,+,60,fr,
F2P3,July,2020,Bromus japonicus,+,30,fr,
F2P3,July,2020,Bromus tectorum,+,20,fr,
F2P3,September,2020,Artemisia absinthium,2b,100,fr,
F2P3,September,2020,Festuca valesiaca,2b,30,fr,
F2P3,September,2020,Phleum phleoides,2a,55,fr,
F2P3,September,2020,Carex supina,2b,15,v,
F2P3,September,2020,Teucrium chamaedrys,2a,15,fr,
F2P3,September,2020,Bromus japonicus,+,2,s,
F2P3,September,2020,Acinos arvensis,+,15,fl,
F2P3,September,2020,Medicago minima,+,3,s,
F2P3,September,2020,Centaurea stoebe,+,2,s,
F2P3,September,2020,Arenaria serpyllifolia,+,2,s,
F2P4,July,2020,Teucrium chamaedrys,3,19,fl,
F2P4,July,2020,Acinos arvensis,+,6,fl,
F2P4,July,2020,Carex supina,1,20,v,
F2P4,July,2020,Artemisia absinthium,+,1,v,
F2P4,July,2020,Arenaria serpyllifolia,+,8,pfr,
F2P4,July,2020,Bromus japonicus,1,25,fr,
F2P4,July,2020,Seseli osseum,r,8,v,
F2P4,July,2020,Melica ciliata,+,16,v,
F2P4,July,2020,Camelina microcarpa,+,15,fr,
F2P4,September,2020,Teucrium chamaedrys,4,15,fr,
F2P4,September,2020,Acinos arvensis,+,5,v,
F2P4,September,2020,Carex supina,1,10,v,
F2P4,September,2020,Artemisia absinthium,1,4,v,
F2P4,September,2020,Arenaria serpyllifolia,+,1,s,
F2P4,September,2020,Bromus japonicus,r,4,v,
F2P4,September,2020,Seseli osseum,+,8,v,
F2P4,September,2020,Melica ciliata,+,19,v,
F2P4,September,2020,Veronica sp.,r,1,s,
F2P5,July,2020,Melica ciliata,2a,30,fr,
F2P5,July,2020,Teucrium chamaedrys,1,14,fl,
F2P5,July,2020,Acinos arvensis,1,27,fr,
F2P5,July,2020,Lappula squarrosa,+,16,fr,
F2P5,July,2020,Artemisia absinthium,+,2,v,
F2P5,July,2020,Camelina microcarpa,+,55,fr,
F2P5,July,2020,Echium vulgare,+,3,v,
F2P5,July,2020,Arenaria serpyllifolia,+,10,pfr,
F2P5,July,2020,Festuca valesiaca,+,19,v,
F2P5,September,2020,Melica ciliata,1,35,v,
F2P5,September,2020,Teucrium chamaedrys,2a,10,fr,
F2P5,September,2020,Acinos arvensis,+,4,v,
F2P5,September,2020,Artemisia absinthium,1,6,v,
F2P5,September,2020,Echium vulgare,r,1,s,
F2P5,September,2020,Arenaria serpyllifolia,+,2,s,
F2P5,September,2020,Medicago minima,+,2,s,
F2P5,September,2020,Veronica praecox,+,1,s,
F2P6,July,2020,Sedum album,+,3,v,
F2P6,July,2020,Echium vulgare,2a,50,fr,
F2P6,July,2020,Acinos arvensis,2a,16,fr,
F2P6,July,2020,Arenaria serpyllifolia,1,10,fr,
F2P6,July,2020,Alyssum alyssoides,+,13,fr,
F2P6,July,2020,Verbascum lychnitis,r,1,v,
F2P6,September,2020,Sedum album,+,3,v,
F2P6,September,2020,Echium vulgare,+,2,v,
F2P6,September,2020,Acinos arvensis,1,14,fl,
F2P6,September,2020,Arenaria serpyllifolia,+,1,s,
F2P6,September,2020,Verbascum lychnitis,+,2,v,
F2P6,September,2020,Teucrium chamaedrys,2a,10,fr,
F2P6,September,2020,Veronica praecox,+,1,s,
F2P6,September,2020,Medicago minima,+,3,s,
F2P6,September,2020,Bromus sp.,r,2,v,
F3P1,July,2020,Arrhenatherum elatius,1,80,fr,
F3P1,July,2020,Koeleria macrantha,2a,17,fr,
F3P1,July,2020,Alyssum alyssoides,+,7,fr,
F3P1,July,2020,Trifolium arvense,+,19,fr,
F3P1,July,2020,Bromus japonicus,+,10,fr,
F3P1,July,2020,Dianthus pontederae,+,20,fr,
F3P1,July,2020,Potentilla incana,1,4,v,
F3P1,July,2020,Arenaria serpyllifolia,+,5,fr,
F3P1,July,2020,Medicago minima,+,10,fr,
F3P1,July,2020,Acinos arvensis,+,16,fr,
F3P1,July,2020,Centaurea stoebe,1,40,fl,
F3P1,July,2020,Verbascum lychnitis,2a,3,v,
F3P1,July,2020,Melica ciliata,+,17,v,
F3P1,September,2020,Arrhenatherum elatius,1,25,v,
F3P1,September,2020,Koeleria macrantha,2a,10,v,
F3P1,September,2020,Dianthus pontederae,+,4,v,
F3P1,September,2020,Potentilla incana,1,4,v,
F3P1,September,2020,Arenaria serpyllifolia,+,1,s,
F3P1,September,2020,Medicago minima,+,2,s,
F3P1,September,2020,Centaurea stoebe,1,1,s,
F3P1,September,2020,Verbascum lychnitis,1,1,v,
F3P1,September,2020,Melica ciliata,+,13,v,
F3P1,September,2020,Bromus sp.,+,3,v,
F3P2,July,2020,Arrhenatherum elatius,+,65,fr,
F3P2,July,2020,Festuca valesiaca,1,35,fr,
F3P2,July,2020,Sedum album,1,15,fl,
F3P2,July,2020,Galium glaucum,+,12,v,
F3P2,July,2020,Alyssum alyssoides,+,4,fr,
F3P2,July,2020,Verbascum lychnitis,1,5,v,
F3P2,July,2020,Potentilla incana,4,8,v,
F3P2,September,2020,Arrhenatherum elatius,1,10,v,
F3P2,September,2020,Festuca valesiaca,1,25,fr,
F3P2,September,2020,Sedum album,+,5,v,
F3P2,September,2020,Galium glaucum,+,8,v,
F3P2,September,2020,Verbascum lychnitis,1,5,v,
F3P2,September,2020,Potentilla incana,4,5,v,
F3P2,September,2020,Achillea collina,+,3,v,
F3P2,September,2020,Medicago minima,+,2,s,
F3P2,September,2020,Arenaria serpyllifolia,+,1,s,
F3P2,September,2020,Jovibarba globifera,+,1,s,
F3P3,July,2020,Echium vulgare,1,60,fr,
F3P3,July,2020,Veronica prostrata,2a,7,v,
F3P3,July,2020,Koeleria macrantha,1,15,v,
F3P3,July,2020,Sedum album,1,15,fl,
F3P3,July,2020,Verbascum lychnitis,2a,20,v,
F3P3,July,2020,Melica ciliata,1,30,fr,
F3P3,July,2020,Alyssum alyssoides,+,7,fr,
F3P3,July,2020,Acinos arvensis,1,17,fr,
F3P3,July,2020,Arenaria serpyllifolia,r,4,fr,
F3P3,September,2020,Echium vulgare,r,1,s,
F3P3,September,2020,Veronica prostrata,2b,10,v,
F3P3,September,2020,Koeleria macrantha,2a,15,v,
F3P3,September,2020,Sedum album,1,2,v,
F3P3,September,2020,Verbascum lychnitis,2a,4,v,
F3P3,September,2020,Melica ciliata,1,35,pfr,
F3P3,September,2020,Alyssum alyssoides,+,1,s,
F3P3,September,2020,Acinos arvensis,+,5,v,
F3P3,September,2020,Medicago minima,+,2,s,
F3P3,September,2020,Taraxacum sect. Erythrosperma,+,1,v,
F3P3,September,2020,Centaurea stoebe,+,1,s,
F3P4,July,2020,Teucrium chamaedrys,2b,12,fl,
F3P4,July,2020,Centaurea stoebe,1,40,fl,
F3P4,July,2020,Sedum album,2a,13,fl,
F3P4,July,2020,Potentilla incana,2a,6,v,
F3P4,July,2020,Acinos arvensis,2a,25,fr,
F3P4,July,2020,Festuca valesiaca,1,24,fr,
F3P4,July,2020,Melica ciliata,1,25,fr,
F3P4,July,2020,Bromus japonicus,+,22,fr,
F3P4,July,2020,Galium verum ,+,16,v,
F3P4,September,2020,Teucrium chamaedrys,3,15,fr,
F3P4,September,2020,Sedum album,1,3,v,
F3P4,September,2020,Potentilla incana,2a,5,v,
F3P4,September,2020,Acinos arvensis,1,12,fr,
F3P4,September,2020,Festuca valesiaca,2a,20,fr,
F3P4,September,2020,Melica ciliata,+,30,pfr,
F3P4,September,2020,Galium verum ,+,12,v,
F3P4,September,2020,Medicago minima,+,2,s,
F3P4,September,2020,Centaurea stoebe,+,1,s,
F3P4,September,2020,Alyssum alyssoides,r,1,s,
F3P4,September,2020,Echium vulgare,+,1,s,
F3P5,July,2020,Festuca valesiaca,2a,20,fr,
F3P5,July,2020,Melica ciliata,2a,48,fr,
F3P5,July,2020,Teucrium chamaedrys,1,8,fl,
F3P5,July,2020,Alyssum alyssoides,+,4,fr,
F3P5,July,2020,Galium glaucum,r,4,v,
F3P5,July,2020,Bromus japonicus,+,20,fr,
F3P5,July,2020,Lappula squarrosa,+,24,fr,
F3P5,September,2020,Festuca valesiaca,2a,8,v,
F3P5,September,2020,Melica ciliata,1,20,v,
F3P5,September,2020,Teucrium chamaedrys,1,8,fr,
F3P5,September,2020,Galium glaucum,+,3,v,
F3P5,September,2020,Lappula squarrosa,+,2,v,
F3P5,September,2020,Medicago minima,+,1,s,
F3P5,September,2020,Centaurea stoebe,1,1,s,
F3P5,September,2020,Sedum album,+,3,v,mozna jsem to spatne precetl
F3P6,July,2020,Centaurea stoebe,1,55,fl,
F3P6,July,2020,Festuca valesiaca,2a,30,fr,
F3P6,July,2020,Sedum album,2a,15,fl,
F3P6,July,2020,Dianthus pontederae,+,16,fl,
F3P6,July,2020,Minuartia rubra,+,8,fr,
F3P6,July,2020,Arenaria serpyllifolia,+,6,fr,
F3P6,July,2020,Arrhenatherum elatius,1,60,fr,
F3P6,July,2020,Alyssum alyssoides,+,6,fr,
F3P6,July,2020,Verbascum lychnitis,r,1,v,
F3P6,September,2020,Centaurea stoebe,2a,1,s,
F3P6,September,2020,Festuca valesiaca,2b,24,v,
F3P6,September,2020,Sedum album,1,2,v,
F3P6,September,2020,Dianthus pontederae,+,4,v,
F3P6,September,2020,Arenaria serpyllifolia,+,1,s,
F3P6,September,2020,Arrhenatherum elatius,2a,20,v,
F3P6,September,2020,Medicago minima,+,2,s,
F3P6,September,2020,Veronica praecox,+,1,s,
F4P1,July,2020,Sedum album,2a,11,fl,
F4P1,July,2020,Teucrium chamaedrys,2a,13,fl,
F4P1,July,2020,Koeleria macrantha,2b,20,fr,
F4P1,July,2020,Seseli osseum,1,13,v,
F4P1,July,2020,Echium vulgare,2a,44,fr,
F4P1,July,2020,Melica ciliata,+,30,fr,
F4P1,July,2020,Alyssum alyssoides,+,6,pfr,
F4P1,July,2020,Medicago minima,+,12,fr,
F4P1,July,2020,Lappula squarrosa,+,16,fr,
F4P1,July,2020,Camelina microcarpa,+,15,fr,
F4P1,July,2020,Potentilla incana,2a,8,v,
F4P1,September,2020,Sedum album,1,4,v,
F4P1,September,2020,Teucrium chamaedrys,1,13,fr,
F4P1,September,2020,Koeleria macrantha,2b,22,fr,
F4P1,September,2020,Seseli osseum,1,10,v,
F4P1,September,2020,Melica ciliata,+,13,v,
F4P1,September,2020,Medicago minima,+,2,s,
F4P1,September,2020,Potentilla incana,2a,4,v,
F4P1,September,2020,Acinos arvensis,r,6,v,
F4P1,September,2020,Arenaria serpyllifolia,+,1,s,
F4P2,July,2020,Centaurea stoebe,2b,60,fl,
F4P2,July,2020,Teucrium chamaedrys,3,12,fl,
F4P2,July,2020,Bromus japonicus,2a,35,fr,
F4P2,July,2020,Lappula squarrosa,1,35,fr,
F4P2,July,2020,Echium vulgare,+,12,v,
F4P2,July,2020,Verbascum lychnitis,+,10,v,
F4P2,July,2020,Alyssum alyssoides,+,14,fr,
F4P2,July,2020,Melica ciliata,+,45,fr,
F4P2,July,2020,Acinos arvensis,+,15,fr,
F4P2,July,2020,Arenaria serpyllifolia,+,10,fr,
F4P2,September,2020,Centaurea stoebe,1,12,v,aj semenacky
F4P2,September,2020,Teucrium chamaedrys,4,10,fr,
F4P2,September,2020,Bromus japonicus,+,10,v,
F4P2,September,2020,Lappula squarrosa,+,1,s,
F4P2,September,2020,Verbascum lychnitis,+,7,v,
F4P2,September,2020,Melica ciliata,+,50,pfr,
F4P2,September,2020,Acinos arvensis,+,8,fl,
F4P2,September,2020,Arenaria serpyllifolia,+,1,s,
F4P2,September,2020,Seseli osseum,+,12,v,
F4P2,September,2020,Medicago minima,+,2,s,
F4P3,July,2020,Phleum phleoides,2a,35,fr,
F4P3,July,2020,Festuca valesiaca,+,40,fr,
F4P3,July,2020,Dianthus pontederae,+,25,fl,
F4P3,July,2020,Teucrium chamaedrys,2b,12,fl,
F4P3,July,2020,Verbascum lychnitis,1,10,v,
F4P3,July,2020,Seseli osseum,1,12,v,
F4P3,July,2020,Sedum album,+,7,fl,
F4P3,July,2020,Lappula squarrosa,r,15,fl,
F4P3,September,2020,Phleum phleoides,2b,40,fr,
F4P3,September,2020,Festuca valesiaca,+,15,v,
F4P3,September,2020,Dianthus pontederae,+,25,fr,
F4P3,September,2020,Teucrium chamaedrys,2b,15,fr,
F4P3,September,2020,Verbascum lychnitis,+,5,v,
F4P3,September,2020,Seseli osseum,1,10,v,
F4P3,September,2020,Medicago minima,+,2,s,
F4P3,September,2020,Centaurea stoebe,1,1,s,
F4P3,September,2020,Bromus japonicus,+,5,v,
F4P4,July,2020,Teucrium chamaedrys,2b,10,fl,
F4P4,July,2020,Sedum album,+,12,fr,
F4P4,July,2020,Alyssum alyssoides,1,6,fr,
F4P4,July,2020,Dianthus pontederae,+,10,v,
F4P4,July,2020,Trifolium arvense,1,22,fl,
F4P4,July,2020,Melica ciliata,+,22,fr,
F4P4,July,2020,Echium vulgare,+,3,v,
F4P4,July,2020,Arenaria serpyllifolia,+,8,fr,
F4P4,July,2020,Medicago minima,+,4,fr,
F4P4,July,2020,Verbascum lychnitis,r,1,v,
F4P4,July,2020,Erodium cicutarium,r,1,s,
F4P4,July,2020,Bromus japonicus,+,16,fr,
F4P4,September,2020,Teucrium chamaedrys,2b,15,fr,
F4P4,September,2020,Sedum album,+,7,v,
F4P4,September,2020,Dianthus pontederae,+,5,v,
F4P4,September,2020,Melica ciliata,1,20,v,
F4P4,September,2020,Medicago minima,+,2,s,
F4P4,September,2020,Bromus japonicus,+,5,v,
F4P4,September,2020,Arenaria serpyllifolia,1,1,s,
F4P4,September,2020,Centaurea stoebe,+,1,s,
F4P4,September,2020,Lappula squarrosa,+,1,s,
F4P5,July,2020,Alyssum alyssoides,2a,13,fr,
F4P5,July,2020,Teucrium chamaedrys,2b,13,fl,
F4P5,July,2020,Potentilla incana,1,10,v,
F4P5,July,2020,Bromus japonicus,1,27,fr,
F4P5,July,2020,Lappula squarrosa,+,34,fr,
F4P5,July,2020,Arenaria serpyllifolia,+,10,fr,
F4P5,July,2020,Medicago minima,+,6,fr,
F4P5,July,2020,Phleum phleoides,+,15,v,
F4P5,July,2020,Fragaria viridis,+,5,v,
F4P5,September,2020,Teucrium chamaedrys,3,15,fr,
F4P5,September,2020,Potentilla incana,2b,7,v,
F4P5,September,2020,Medicago minima,+,2,s,
F4P5,September,2020,Phleum phleoides,+,11,v,
F4P5,September,2020,Fragaria viridis,1,8,v,
F4P5,September,2020,Bromus sp.,+,4,v,
F4P5,September,2020,Boraginaceae,+,1,s,
F4P5,September,2020,Arenaria serpyllifolia,+,1,s,
F4P6,July,2020,Teucrium chamaedrys,2b,13,fl,
F4P6,July,2020,Phleum phleoides,2b,47,fr,
F4P6,July,2020,Echium vulgare,2a,58,fr,
F4P6,July,2020,Alyssum alyssoides,+,9,fr,
F4P6,July,2020,Sedum album,1,10,fl,
F4P6,July,2020,Medicago minima,+,10,fr,
F4P6,September,2020,Teucrium chamaedrys,2a,14,fr,
F4P6,September,2020,Phleum phleoides,3,48,fr,
F4P6,September,2020,Sedum album,1,3,v,
F4P6,September,2020,Medicago minima,+,2,s,
F4P6,September,2020,Lappula squarrosa,1,2,v,
F4P6,September,2020,Verbascum lychnitis,r,2,v,
F4P6,September,2020,Acinos arvensis,+,6,v,
F4P6,September,2020,Centaurea stoebe,+,1,s,
F4P6,September,2020,Arenaria serpyllifolia,+,1,s,
F4P6,September,2020,Bromus sp.,r,3,v,
F5P1,July,2020,Phleum phleoides,2a,40,fr,
F5P1,July,2020,Sedum album,2b,12,fl,
F5P1,July,2020,Alyssum alyssoides,+,6,pfr,
F5P1,July,2020,Verbascum lychnitis,2b,5,v,
F5P1,July,2020,Acinos arvensis,+,1,fr,
F5P1,July,2020,Minuartia rubra,r,8,fr,
F5P1,July,2020,Camelina microcarpa,r,10,fr,
F5P1,July,2020,Dianthus pontederae,+,4,v,
F5P1,July,2020,Potentilla incana,1,5,v,
F5P1,July,2020,Seseli osseum,+,13,v,
F5P1,July,2020,Bromus tectorum,+,13,v,
F5P1,September,2020,Phleum phleoides,2b,45,fr,
F5P1,September,2020,Sedum album,1,6,v,
F5P1,September,2020,Verbascum lychnitis,2b,3,v,
F5P1,September,2020,Dianthus pontederae,+,3,v,
F5P1,September,2020,Potentilla incana,+,4,v,
F5P1,September,2020,Seseli osseum,1,11,v,
F5P1,September,2020,Medicago minima,+,2,s,
F5P1,September,2020,Echium vulgare,+,2,s,
F5P1,September,2020,Centaurea stoebe,1,1,s,
F5P1,September,2020,Bromus sp.,r,4,v,
F5P2,July,2020,Echium vulgare,2a,65,fr,
F5P2,July,2020,Camelina microcarpa,+,30,fr,
F5P2,July,2020,Teucrium chamaedrys,3,15,fl,
F5P2,July,2020,Melica ciliata,1,30,fl,
F5P2,July,2020,Lappula squarrosa,1,3,fr,
F5P2,July,2020,Allium flavum,r,20,v,
F5P2,July,2020,Sedum album,1,15,fl,
F5P2,July,2020,Alyssum alyssoides,+,10,fr,
F5P2,July,2020,Seseli osseum,r,5,v,
F5P2,September,2020,Echium vulgare,2b,3,v,
F5P2,September,2020,Teucrium chamaedrys,3,12,fr,
F5P2,September,2020,Melica ciliata,1,55,pfr,
F5P2,September,2020,Lappula squarrosa,+,1,s,
F5P2,September,2020,Sedum album,+,3,v,
F5P2,September,2020,Seseli osseum,+,8,v,
F5P2,September,2020,Tragopogon dubius,r,15,v,
F5P2,September,2020,Centaurea stoebe,+,2,s,
F5P3,July,2020,Festuca valesiaca,1,25,fr,
F5P3,July,2020,Phleum phleoides,+,30,fr,
F5P3,July,2020,Koeleria macrantha,+,20,fr,
F5P3,July,2020,Bromus japonicus,r,20,fr,
F5P3,July,2020,Seseli osseum,1,15,v,
F5P3,July,2020,Potentilla incana,3,5,v,
F5P3,July,2020,Dianthus pontederae,+,3,v,
F5P3,July,2020,Sedum album,1,12,v,
F5P3,July,2020,Centaurea stoebe,r,9,v,
F5P3,July,2020,Minuartia rubra,r,10,fr,
F5P3,July,2020,Teucrium chamaedrys,2a,12,fr,
F5P3,September,2020,Festuca valesiaca,1,25,fr,
F5P3,September,2020,Phleum phleoides,+,30,fr,
F5P3,September,2020,Koeleria macrantha,1,30,fr,
F5P3,September,2020,Seseli osseum,1,15,v,
F5P3,September,2020,Potentilla incana,3,5,v,
F5P3,September,2020,Dianthus pontederae,+,2,v,
F5P3,September,2020,Sedum album,+,5,v,
F5P3,September,2020,Centaurea stoebe,+,8,v,v/s
F5P3,September,2020,Teucrium chamaedrys,1,12,fr,
F5P3,September,2020,Medicago minima,1,2,s,
F5P3,September,2020,Gagea pusilla,r,2,v,
F5P3,September,2020,Arenaria serpyllifolia,r,2,s,
F5P4,July,2020,Potentilla incana,2b,8,v,
F5P4,July,2020,Seseli osseum,1,14,v,
F5P4,July,2020,Festuca valesiaca,+,11,fr,
F5P4,July,2020,Sedum album,2a,13,fl,
F5P4,July,2020,Phleum phleoides,r,3,v,
F5P4,July,2020,Centaurea stoebe,r,3,v,
F5P4,July,2020,Teucrium chamaedrys,+,7,fl,
F5P4,July,2020,Camelina microcarpa,r,11,fr,
F5P4,July,2020,Bromus japonicus,r,14,fr,
F5P4,September,2020,Potentilla incana,3,5,v,
F5P4,September,2020,Seseli osseum,1,11,v,
F5P4,September,2020,Festuca valesiaca,+,12,v,
F5P4,September,2020,Sedum album,+,4,v,
F5P4,September,2020,Phleum phleoides,+,4,v,
F5P4,September,2020,Centaurea stoebe,+,3,v,
F5P4,September,2020,Teucrium chamaedrys,+,8,fr,
F5P4,September,2020,Bromus japonicus,r,2,v,
F5P4,September,2020,Arenaria serpyllifolia,+,1,s,
F5P4,September,2020,Medicago minima,r,1,s,
F5P5,July,2020,Echium vulgare,2b,9,v,
F5P5,July,2020,Melica ciliata,1,28,fr,
F5P5,July,2020,Sedum album,+,10,fl,
F5P5,July,2020,Seseli osseum,r,7,v,
F5P5,July,2020,Potentilla incana,2a,10,v,
F5P5,July,2020,Bromus japonicus,+,13,fr,
F5P5,July,2020,Lappula squarrosa,+,21,fr,
F5P5,July,2020,Minuartia rubra,+,12,fr,
F5P5,July,2020,Arenaria serpyllifolia,+,10,fr,
F5P5,July,2020,Acinos arvensis,+,9,fr,
F5P5,July,2020,Alyssum alyssoides,+,4,pfr,
F5P5,July,2020,Medicago minima,r,4,pfr,
F5P5,September,2020,Echium vulgare,2a,8,v,
F5P5,September,2020,Melica ciliata,1,25,v,
F5P5,September,2020,Sedum album,+,2,v,
F5P5,September,2020,Seseli osseum,r,5,v,
F5P5,September,2020,Potentilla incana,2a,6,v,
F5P5,September,2020,Minuartia rubra,+,6,pfr,
F5P5,September,2020,Acinos arvensis,r,4,v,
F5P5,September,2020,Medicago minima,+,1,s,
F5P5,September,2020,Koeleria macrantha,1,12,v,
F5P5,September,2020,Centaurea stoebe,+,1,s,
F5P5,September,2020,Bromus japonicus,+,4,v,Bromus sp.
F5P5,September,2020,Allium flavum,r,8,v,
F5P6,July,2020,Verbascum lychnitis,2a,90,fl,
F5P6,July,2020,Potentilla incana,2b,4,v,
F5P6,July,2020,Melica ciliata,2a,40,fr,
F5P6,July,2020,Sedum album,2a,5,fl,
F5P6,July,2020,Acinos arvensis,1,6,fr,
F5P6,July,2020,Camelina microcarpa,+,46,fr,
F5P6,July,2020,Echium vulgare,+,6,v,
F5P6,July,2020,Lappula squarrosa,+,20,fr,
F5P6,July,2020,Arenaria serpyllifolia,+,8,fr,
F5P6,July,2020,Alyssum alyssoides,+,8,pfr,
F5P6,July,2020,Medicago minima,r,2,pfr,
F5P6,July,2020,Bromus tectorum,+,17,fr,
F5P6,September,2020,Verbascum lychnitis,1,4,v,
F5P6,September,2020,Potentilla incana,2b,5,v,
F5P6,September,2020,Melica ciliata,2a,30,v,
F5P6,September,2020,Sedum album,2a,6,v,
F5P6,September,2020,Acinos arvensis,+,10,fl,
F5P6,September,2020,Echium vulgare,+,1,s,
F5P6,September,2020,Medicago minima,+,2,s,
F5P6,September,2020,Centaurea stoebe,+,1,s,
F5P6,September,2020,Bromus tectorum,+,3,s,Bromus sp.
F6P1,July,2020,Echium vulgare,1,48,fr,
F6P1,July,2020,Sedum album,3,20,fl,
F6P1,July,2020,Teucrium chamaedrys,2a,11,fl,
F6P1,July,2020,Trifolium arvense,2a,24,fl,
F6P1,July,2020,Iris pumila,1,18,v,
F6P1,July,2020,Bromus japonicus,1,16,fr,
F6P1,July,2020,Arenaria serpyllifolia,+,8,pfr,
F6P1,July,2020,Acinos arvensis,+,20,fr,
F6P1,September,2020,Echium vulgare,+,1,s,
F6P1,September,2020,Sedum album,2a,4,v,
F6P1,September,2020,Teucrium chamaedrys,2a,8,fr,
F6P1,September,2020,Trifolium arvense,1,17,fr,
F6P1,September,2020,Iris pumila,1,13,v,
F6P1,September,2020,Arenaria serpyllifolia,+,1,s,
F6P1,September,2020,Medicago minima,+,2,s,
F6P1,September,2020,Lepidium campestre,+,2,s,
F6P1,September,2020,Bromus japonicus,+,3,v,Bromus sp.
